1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51
chr15:102522136_+	0.3	0.32	0.32	0.32	0.3	0.3	0.32	0.32	0.32	0.3	0.32	0.32	0.32	0.34	0.36	0.34	0.32	0.3	0.28	0.3	0.3	0.3	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.3	0.32	0.32	0.32	0.32	0.32	0.32	0.34	0.34	0.34	0.34	0.32	0.34	0.36	0.36	0.34	0.36	0.38	0.38	0.38	0.38	0.4
chr15:102623642_-	0.32	0.32	0.32	0.34	0.32	0.32	0.32	0.32	0.32	0.32	0.3	0.3	0.3	0.3	0.3	0.28	0.28	0.26	0.26	0.26	0.26	0.26	0.28	0.28	0.26	0.26	0.26	0.26	0.24	0.24	0.22	0.2	0.22	0.24	0.24	0.24	0.22	0.2	0.2	0.18	0.18	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.18
chr15:12127427_+	0.14	0.16	0.16	0.16	0.16	0.16	0.18	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.18	0.18	0.2	0.2	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.2	0.2	0.22	0.22	0.24	0.26	0.26	0.26	0.28	0.28	0.28	0.26	0.26	0.26	0.26	0.26	0.26
chr15:30489095_+	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.16	0.16	0.16	0.18	0.16	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.14	0.16	0.16	0.16
chr15:35054520_-	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.1	0.12	0.12	0.14	0.14	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.18
chr15:37285956_+	0.3	0.32	0.34	0.34	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.3	0.28	0.28	0.26	0.26	0.26	0.28	0.3	0.3	0.3	0.3	0.28	0.26	0.26	0.26	0.24	0.26	0.26	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.24	0.24
chr15:39323996_+	0.22	0.2	0.2	0.2	0.18	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.12	0.12	0.14	0.16	0.16	0.14	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.18	0.18	0.2	0.2	0.2	0.22	0.2
chr15:48111956_-	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.28	0.28	0.3	0.3	0.3	0.3	0.32	0.32	0.32	0.32	0.3	0.32	0.3	0.3	0.3	0.32	0.3	0.3	0.3	0.3	0.28	0.3	0.3	0.3	0.28	0.28	0.26	0.26	0.28	0.26	0.26	0.26	0.26	0.28	0.26	0.26	0.26	0.26	0.28	0.26	0.26	0.28	0.3	0.3
chr15:53201207_-	0.2	0.2	0.22	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.24	0.22	0.22	0.22	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.14	0.14	0.14	0.14	0.14	0.16	0.16
chr15:55128595_+	0.24	0.24	0.26	0.26	0.28	0.28	0.28	0.3	0.28	0.28	0.3	0.3	0.28	0.26	0.26	0.26	0.26	0.26	0.28	0.28	0.26	0.26	0.26	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.22	0.2	0.2	0.2	0.18	0.18
chr15:55226256_+	0.22	0.2	0.2	0.22	0.24	0.24	0.24	0.22	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.2	0.18	0.18	0.18	0.2	0.18	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18
chr15:59455476_+	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.26	0.26	0.26	0.24	0.26	0.26	0.26	0.28	0.28	0.28	0.3	0.32	0.32	0.34	0.34	0.34	0.36	0.38	0.38	0.38	0.36	0.34	0.34	0.34	0.34	0.34	0.32	0.32	0.32	0.32	0.34	0.34	0.34	0.32	0.32	0.32	0.32	0.34	0.34
chr15:64372259_-	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.18	0.16	0.14	0.14	0.16	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.16	0.18	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.24	0.24	0.24	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28
chr15:77150439_-	0.3	0.3	0.3	0.3	0.28	0.28	0.28	0.3	0.3	0.3	0.3	0.3	0.3	0.28	0.26	0.24	0.24	0.22	0.2	0.18	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.16	0.16	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.18	0.18	0.18	0.2	0.2	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.14
chr15:77247922_-	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.18	0.18	0.18	0.18	0.18	0.2	0.18	0.18	0.18	0.2	0.2	0.2	0.22	0.22	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.2	0.22	0.24	0.26	0.26	0.24	0.24	0.24	0.26	0.26
chr15:77253384_-	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.22	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.2	0.18	0.18	0.16	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.2	0.2	0.2	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18
chr15:77299982_-	0.28	0.28	0.26	0.24	0.24	0.22	0.24	0.26	0.26	0.28	0.28	0.28	0.26	0.26	0.24	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.2	0.2	0.22	0.2	0.22	0.22	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.2
chr15:77919070_-	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.2	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.14	0.12	0.12	0.12	0.12	0.12	0.1	0.08	0.1	0.1	0.12	0.14	0.14	0.14	0.16	0.18	0.18	0.18	0.18	0.2	0.22	0.2	0.2	0.2	0.2	0.2
chr15:79380581_-	0.28	0.3	0.3	0.32	0.32	0.32	0.3	0.3	0.3	0.28	0.28	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.22	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.28	0.26	0.24	0.24	0.26	0.26	0.24	0.26	0.26	0.28	0.28	0.28	0.26	0.28
chr15:79576918_-	0.36	0.38	0.36	0.38	0.4	0.38	0.38	0.38	0.4	0.4	0.42	0.42	0.4	0.38	0.38	0.36	0.34	0.34	0.32	0.32	0.3	0.3	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.34	0.32	0.32	0.32	0.32	0.32	0.32	0.3	0.3	0.3	0.3	0.3	0.3	0.32	0.32	0.3	0.3	0.28	0.26	0.26
chr15:8006935_-	0.24	0.24	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.22	0.22	0.2	0.18	0.16	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.08	0.08	0.08	0.06	0.06	0.06	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.02	0.02	0.04
chr15:80200313_+	0.46	0.46	0.44	0.46	0.48	0.48	0.48	0.46	0.44	0.44	0.42	0.4	0.4	0.38	0.38	0.38	0.36	0.36	0.36	0.36	0.38	0.38	0.38	0.4	0.38	0.36	0.36	0.34	0.34	0.32	0.3	0.3	0.28	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.28	0.28	0.26	0.24	0.24	0.22	0.22	0.2	0.2	0.18	0.18
chr15:8077293_-	0.22	0.22	0.24	0.24	0.24	0.24	0.26	0.26	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.2	0.18	0.18	0.16	0.16	0.16	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.1	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.06
chr15:82149802_+	0.24	0.26	0.26	0.24	0.24	0.24	0.24	0.26	0.26	0.24	0.24	0.24	0.24	0.22	0.22	0.2	0.18	0.16	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.08	0.08	0.08	0.06	0.06	0.06	0.06	0.06	0.06	0.06
chr15:8295073_-	0.3	0.3	0.3	0.3	0.28	0.28	0.28	0.28	0.26	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.24	0.22	0.24	0.24	0.22	0.22	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.2	0.2	0.22	0.24	0.24
chr15:83452637_-	0.1	0.1	0.1	0.12	0.12	0.12	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.14	0.16	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.18	0.18	0.18	0.18	0.18
chr15:84935546_+	0.3	0.3	0.28	0.28	0.28	0.28	0.28	0.3	0.28	0.28	0.26	0.26	0.28	0.3	0.3	0.28	0.28	0.28	0.28	0.26	0.28	0.28	0.28	0.3	0.3	0.32	0.34	0.32	0.3	0.3	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.26	0.24	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24
chr15:85094455_-	0.04	0.04	0.04	0.04	0.06	0.06	0.06	0.06	0.06	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.16	0.16	0.14	0.14	0.14
chr15:85428201_+	0.24	0.24	0.24	0.24	0.22	0.2	0.2	0.2	0.2	0.22	0.2	0.18	0.16	0.16	0.16	0.16	0.14	0.12	0.12	0.12	0.12	0.1	0.12	0.12	0.12	0.14	0.14	0.12	0.12	0.14	0.12	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.16	0.18	0.18	0.18
chr15:96342546_+	0.3	0.3	0.3	0.28	0.28	0.26	0.24	0.26	0.26	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.2	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.12	0.12	0.1	0.1	0.08	0.08	0.08	0.08
chr15:98099205_+	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.3	0.3	0.3	0.3	0.3	0.28	0.28	0.26	0.26	0.26	0.28	0.28	0.3	0.28	0.28	0.3	0.32	0.3	0.3	0.32	0.32	0.32	0.32	0.32	0.32	0.3	0.3	0.32	0.32	0.32	0.34	0.34	0.34	0.34	0.32
chr15:99835845_-	0.32	0.32	0.3	0.3	0.3	0.3	0.28	0.28	0.28	0.26	0.26	0.26	0.26	0.26	0.24	0.22	0.24	0.24	0.26	0.26	0.26	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.2	0.18	0.2	0.2	0.2	0.18	0.2	0.2	0.22	0.24	0.24	0.26
chr16:11240258_-	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24
chr16:13119115_+	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.24	0.24	0.26	0.26	0.28	0.3	0.32	0.32	0.3	0.3	0.3	0.28	0.26	0.26	0.24	0.26	0.28	0.28	0.28	0.28	0.28	0.3	0.28	0.28	0.26	0.28	0.28	0.28	0.26	0.28	0.3	0.32	0.34	0.34	0.34	0.34	0.36	0.36	0.36	0.34	0.34	0.34	0.34
chr16:13594986_-	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.3	0.28	0.28	0.26	0.24	0.26	0.26	0.24	0.24	0.24	0.22	0.2	0.18	0.18	0.18	0.2	0.2	0.2	0.18	0.16	0.18	0.2	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.24	0.26	0.26	0.26	0.28	0.28	0.26	0.24	0.24	0.24
chr16:13651724_-	0.48	0.46	0.48	0.48	0.48	0.46	0.46	0.46	0.46	0.46	0.44	0.44	0.42	0.42	0.4	0.42	0.42	0.4	0.38	0.4	0.38	0.4	0.4	0.38	0.36	0.34	0.32	0.32	0.32	0.3	0.28	0.3	0.3	0.3	0.32	0.34	0.34	0.32	0.3	0.32	0.32	0.32	0.34	0.32	0.32	0.32	0.32	0.3	0.28	0.28	0.28
chr16:16923408_+	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.24	0.24	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.16	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.14	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.14	0.14	0.12	0.12
chr16:17384318_-	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.18	0.18	0.16	0.14	0.12	0.12	0.1	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.06	0.06	0.06	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0
chr16:17626516_+	0.32	0.3	0.28	0.28	0.28	0.28	0.28	0.26	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.24	0.24	0.24	0.24	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.16	0.16	0.16	0.16	0.16	0.14	0.16	0.18	0.2	0.18	0.18	0.16	0.16	0.18	0.2	0.2	0.22	0.22	0.24	0.24	0.24	0.24
chr16:20157794_+	0.22	0.22	0.22	0.2	0.2	0.2	0.22	0.22	0.24	0.24	0.24	0.24	0.22	0.2	0.2	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.2	0.2	0.2	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.24	0.26	0.26	0.26	0.26	0.26	0.28	0.3	0.3	0.3	0.3
chr16:29585737_+	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.2	0.18	0.16	0.16	0.14	0.12	0.12	0.14	0.16	0.16	0.16	0.16	0.14	0.12	0.14	0.14	0.16	0.18	0.2	0.2	0.22	0.22	0.22	0.24	0.24	0.24	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
chr16:30372580_-	0.2	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.12	0.12	0.1	0.12	0.12	0.12	0.14	0.14	0.14	0.12	0.12	0.12	0.14	0.16	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.1	0.1
chr16:31041504_-	0.46	0.46	0.46	0.44	0.44	0.42	0.42	0.42	0.42	0.42	0.42	0.4	0.4	0.38	0.38	0.36	0.38	0.38	0.38	0.36	0.38	0.36	0.36	0.34	0.34	0.32	0.32	0.3	0.3	0.28	0.28	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.26	0.24	0.24	0.22	0.24	0.22	0.2	0.18	0.18	0.18	0.18	0.18	0.18
chr16:31072595_-	0.28	0.26	0.24	0.26	0.26	0.26	0.24	0.24	0.22	0.22	0.2	0.2	0.18	0.16	0.16	0.14	0.14	0.12	0.12	0.14	0.16	0.14	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.14	0.14	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18
chr16:31113344_-	0.04	0.04	0.04	0.04	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.16
chr16:32290046_+	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.22	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.16	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.1	0.1	0.08	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06
chr16:33436023_+	0.1	0.1	0.1	0.1	0.1	0.08	0.08	0.08	0.08	0.06	0.06	0.06	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.14	0.16	0.16	0.16	0.18	0.18	0.18	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.18	0.16	0.16	0.16
chr16:34108219_-	0.24	0.22	0.22	0.22	0.22	0.22	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.3	0.32	0.3	0.28	0.26	0.26	0.26	0.24	0.22	0.24	0.24	0.26	0.26	0.26	0.24	0.26	0.26	0.24	0.24
chr16:35168530_+	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.26	0.26	0.28	0.28	0.28	0.3	0.32	0.3	0.3	0.3	0.3	0.28	0.28	0.28	0.26	0.28	0.3	0.28	0.3	0.3	0.3	0.32	0.34	0.34	0.34	0.34	0.36	0.38	0.38	0.4	0.42	0.44	0.46	0.46	0.46	0.46	0.44	0.42	0.42	0.42	0.42	0.42
chr16:38541415_-	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.16	0.14	0.14	0.12	0.12	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.08	0.08	0.08	0.06	0.06	0.06	0.04	0.04	0.04	0.04	0.04	0.06
chr16:38543811_-	0.34	0.32	0.32	0.3	0.3	0.32	0.32	0.3	0.32	0.32	0.32	0.34	0.34	0.34	0.34	0.34	0.32	0.32	0.34	0.34	0.32	0.3	0.3	0.28	0.3	0.32	0.32	0.3	0.28	0.28	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.22	0.2	0.2	0.2
chr16:38574833_+	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.2	0.18	0.18	0.18	0.18	0.2	0.2	0.22	0.22	0.22	0.2	0.18	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.18	0.2	0.18	0.2	0.22
chr16:38586990_+	0.3	0.28	0.28	0.26	0.26	0.24	0.24	0.24	0.26	0.28	0.28	0.26	0.28	0.26	0.24	0.26	0.26	0.28	0.3	0.3	0.3	0.32	0.34	0.32	0.34	0.34	0.36	0.34	0.32	0.3	0.3	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.26	0.26	0.26	0.28	0.26	0.26	0.26
chr16:3900077_+	0.32	0.32	0.34	0.36	0.36	0.36	0.34	0.34	0.34	0.32	0.32	0.32	0.32	0.3	0.32	0.34	0.36	0.36	0.34	0.32	0.3	0.3	0.32	0.32	0.32	0.32	0.34	0.34	0.36	0.36	0.36	0.34	0.34	0.34	0.34	0.34	0.32	0.3	0.32	0.32	0.32	0.3	0.32	0.34	0.32	0.32	0.34	0.36	0.36	0.34	0.32
chr16:48287347_+	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.16	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.22	0.2	0.2	0.2	0.22	0.22	0.2	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.18
chr16:56014975_-	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.22	0.2	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.22	0.2	0.2	0.2	0.2	0.2	0.18	0.2	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.24	0.24	0.24	0.26	0.26	0.28	0.3	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.24
chr16:59511585_-	0.2	0.22	0.22	0.22	0.24	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.3	0.3	0.32	0.34	0.34	0.36	0.36	0.38	0.38	0.38	0.36	0.34	0.34	0.36	0.36	0.34	0.34	0.34	0.34	0.34	0.36	0.36	0.38	0.36	0.36	0.36	0.36	0.38	0.38	0.36	0.36	0.36	0.38	0.36	0.36	0.36	0.36	0.36	0.36
chr16:59744144_-	0.06	0.06	0.06	0.06	0.06	0.06	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.06	0.04	0.06
chr16:84831965_-	0.32	0.32	0.3	0.28	0.28	0.28	0.28	0.26	0.26	0.28	0.28	0.28	0.28	0.3	0.28	0.26	0.26	0.26	0.28	0.28	0.3	0.3	0.32	0.32	0.34	0.34	0.34	0.34	0.36	0.36	0.38	0.38	0.36	0.36	0.36	0.36	0.34	0.32	0.32	0.3	0.3	0.32	0.32	0.3	0.3	0.28	0.26	0.26	0.26	0.28	0.26
chr16:88022990_-	0.02	0.02	0.04	0.06	0.06	0.06	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.16	0.16	0.16	0.18	0.18	0.18	0.2	0.2	0.18	0.18	0.18	0.18
chr16:90028584_-	0.18	0.2	0.2	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.16	0.14	0.14	0.12	0.12	0.12	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.06	0.06	0.06	0.06	0.06	0.08	0.08	0.08	0.08
chr16:95463310_-	0.28	0.3	0.32	0.32	0.32	0.32	0.32	0.32	0.34	0.36	0.36	0.34	0.36	0.36	0.34	0.34	0.32	0.34	0.34	0.34	0.32	0.32	0.32	0.3	0.3	0.3	0.3	0.28	0.28	0.3	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.24	0.24	0.24	0.22	0.22	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.2	0.2
chr16:96025904_-	0.26	0.26	0.26	0.26	0.26	0.24	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.18	0.16	0.16	0.14	0.14	0.14	0.16	0.16	0.14	0.14	0.14	0.12	0.12	0.12
chr17:10306544_-	0.06	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.06	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12
